death_date,n,rep_date
2020-03-11,1,2020-04-11
2020-03-13,1,2020-04-11
2020-03-14,1,2020-04-11
2020-03-15,2,2020-04-11
2020-03-16,2,2020-04-11
2020-03-17,2,2020-04-11
2020-03-18,6,2020-04-11
2020-03-19,7,2020-04-11
2020-03-20,10,2020-04-11
2020-03-21,7,2020-04-11
2020-03-22,12,2020-04-11
2020-03-23,11,2020-04-11
2020-03-24,20,2020-04-11
2020-03-25,25,2020-04-11
2020-03-26,30,2020-04-11
2020-03-27,32,2020-04-11
2020-03-28,34,2020-04-11
2020-03-29,37,2020-04-11
2020-03-30,41,2020-04-11
2020-03-31,42,2020-04-11
2020-04-01,47,2020-04-11
2020-04-02,67,2020-04-11
2020-04-03,65,2020-04-11
2020-04-04,57,2020-04-11
2020-04-05,75,2020-04-11
2020-04-06,74,2020-04-11
2020-04-07,60,2020-04-11
2020-04-08,70,2020-04-11
2020-04-09,23,2020-04-11
2020-04-10,13,2020-04-11
2020-04-09,1,2020-04-12
2020-04-10,1,2020-04-12
2020-04-11,8,2020-04-12
2020-04-12,2,2020-04-12
NA,13,2020-04-12
2020-04-09,2,2020-04-13
2020-04-10,3,2020-04-13
2020-04-11,6,2020-04-13
2020-04-12,7,2020-04-13
2020-04-13,2,2020-04-13
2020-03-28,1,2020-04-14
2020-03-29,1,2020-04-14
2020-03-30,1,2020-04-14
2020-03-31,1,2020-04-14
2020-04-01,1,2020-04-14
2020-04-02,2,2020-04-14
2020-04-03,3,2020-04-14
2020-04-04,2,2020-04-14
2020-04-05,1,2020-04-14
2020-04-07,5,2020-04-14
2020-04-08,7,2020-04-14
2020-04-09,17,2020-04-14
2020-04-10,14,2020-04-14
2020-04-11,12,2020-04-14
2020-04-12,24,2020-04-14
2020-04-13,19,2020-04-14
2020-04-14,5,2020-04-14
2020-04-01,1,2020-04-15
2020-04-03,1,2020-04-15
2020-04-04,1,2020-04-15
2020-04-05,2,2020-04-15
2020-04-06,11,2020-04-15
2020-04-07,5,2020-04-15
2020-04-08,13,2020-04-15
2020-04-09,12,2020-04-15
2020-04-10,21,2020-04-15
2020-04-11,24,2020-04-15
2020-04-12,21,2020-04-15
2020-04-13,24,2020-04-15
2020-04-14,26,2020-04-15
2020-04-15,6,2020-04-15
NA,5,2020-04-15
2020-04-01,1,2020-04-16
2020-04-03,2,2020-04-16
2020-04-04,1,2020-04-16
2020-04-05,1,2020-04-16
2020-04-06,3,2020-04-16
2020-04-07,5,2020-04-16
2020-04-08,7,2020-04-16
2020-04-09,8,2020-04-16
2020-04-10,10,2020-04-16
2020-04-11,11,2020-04-16
2020-04-12,8,2020-04-16
2020-04-13,10,2020-04-16
2020-04-14,18,2020-04-16
2020-04-15,35,2020-04-16
2020-04-16,10,2020-04-16
2020-03-30,1,2020-04-17
2020-03-31,1,2020-04-17
2020-04-03,4,2020-04-17
2020-04-04,5,2020-04-17
2020-04-06,2,2020-04-17
2020-04-07,1,2020-04-17
2020-04-08,2,2020-04-17
2020-04-09,3,2020-04-17
2020-04-11,2,2020-04-17
2020-04-12,5,2020-04-17
2020-04-13,1,2020-04-17
2020-04-14,7,2020-04-17
2020-04-15,4,2020-04-17
2020-04-16,28,2020-04-17
2020-04-17,4,2020-04-17
2020-03-30,1,2020-04-18
2020-03-31,1,2020-04-18
2020-04-03,3,2020-04-18
2020-04-04,2,2020-04-18
2020-04-05,2,2020-04-18
2020-04-06,1,2020-04-18
2020-04-07,1,2020-04-18
2020-04-08,2,2020-04-18
2020-04-09,7,2020-04-18
2020-04-10,11,2020-04-18
2020-04-11,10,2020-04-18
2020-04-12,9,2020-04-18
2020-04-13,6,2020-04-18
2020-04-14,4,2020-04-18
2020-04-15,10,2020-04-18
2020-04-16,21,2020-04-18
2020-04-17,16,2020-04-18
2020-04-18,2,2020-04-18
2020-04-01,1,2020-04-19
2020-04-03,1,2020-04-19
2020-04-06,2,2020-04-19
2020-04-07,1,2020-04-19
2020-04-08,1,2020-04-19
2020-04-09,2,2020-04-19
2020-04-10,2,2020-04-19
2020-04-11,1,2020-04-19
2020-04-12,3,2020-04-19
2020-04-13,1,2020-04-19
2020-04-15,1,2020-04-19
2020-04-16,2,2020-04-19
2020-04-17,3,2020-04-19
2020-04-18,7,2020-04-19
2020-04-19,1,2020-04-19
2020-04-09,1,2020-04-20
2020-04-15,1,2020-04-20
2020-04-16,2,2020-04-20
2020-04-17,7,2020-04-20
2020-04-18,10,2020-04-20
2020-04-19,16,2020-04-20
2020-04-20,2,2020-04-20
2020-03-29,1,2020-04-21
2020-04-01,1,2020-04-21
2020-04-03,2,2020-04-21
2020-04-04,1,2020-04-21
2020-04-05,1,2020-04-21
2020-04-07,3,2020-04-21
2020-04-08,4,2020-04-21
2020-04-09,3,2020-04-21
2020-04-10,3,2020-04-21
2020-04-11,10,2020-04-21
2020-04-12,7,2020-04-21
2020-04-13,9,2020-04-21
2020-04-14,7,2020-04-21
2020-04-15,20,2020-04-21
2020-04-16,15,2020-04-21
2020-04-17,19,2020-04-21
2020-04-18,32,2020-04-21
2020-04-19,26,2020-04-21
2020-04-20,19,2020-04-21
2020-04-21,3,2020-04-21
2020-03-24,1,2020-04-22
2020-03-31,1,2020-04-22
2020-04-02,2,2020-04-22
2020-04-04,2,2020-04-22
2020-04-05,2,2020-04-22
2020-04-07,1,2020-04-22
2020-04-08,4,2020-04-22
2020-04-09,6,2020-04-22
2020-04-10,6,2020-04-22
2020-04-11,9,2020-04-22
2020-04-12,8,2020-04-22
2020-04-13,12,2020-04-22
2020-04-14,14,2020-04-22
2020-04-15,19,2020-04-22
2020-04-16,18,2020-04-22
2020-04-17,8,2020-04-22
2020-04-18,8,2020-04-22
2020-04-19,10,2020-04-22
2020-04-20,25,2020-04-22
2020-04-21,15,2020-04-22
2020-04-22,5,2020-04-22
2020-03-21,1,2020-04-23
2020-03-26,2,2020-04-23
2020-03-31,1,2020-04-23
2020-04-01,1,2020-04-23
2020-04-05,2,2020-04-23
2020-04-06,2,2020-04-23
2020-04-07,1,2020-04-23
2020-04-08,1,2020-04-23
2020-04-10,5,2020-04-23
2020-04-11,3,2020-04-23
2020-04-12,1,2020-04-23
2020-04-14,8,2020-04-23
2020-04-15,6,2020-04-23
2020-04-16,3,2020-04-23
2020-04-17,7,2020-04-23
2020-04-18,4,2020-04-23
2020-04-19,7,2020-04-23
2020-04-20,8,2020-04-23
2020-04-21,8,2020-04-23
2020-04-22,21,2020-04-23
2020-04-23,3,2020-04-23
2020-04-01,1,2020-04-24
2020-04-11,2,2020-04-24
2020-04-12,1,2020-04-24
2020-04-14,2,2020-04-24
2020-04-15,6,2020-04-24
2020-04-16,8,2020-04-24
2020-04-17,8,2020-04-24
2020-04-18,9,2020-04-24
2020-04-19,13,2020-04-24
2020-04-20,16,2020-04-24
2020-04-21,16,2020-04-24
2020-04-22,14,2020-04-24
2020-04-23,28,2020-04-24
2020-04-24,6,2020-04-24
2020-04-12,1,2020-04-25
2020-04-15,1,2020-04-25
2020-04-17,2,2020-04-25
2020-04-18,1,2020-04-25
2020-04-19,3,2020-04-25
2020-04-21,4,2020-04-25
2020-04-22,3,2020-04-25
2020-04-23,10,2020-04-25
2020-04-24,13,2020-04-25
2020-04-21,1,2020-04-26
2020-04-25,1,2020-04-26
NA,3,2020-04-26
2020-04-04,1,2020-04-27
2020-04-11,2,2020-04-27
2020-04-16,1,2020-04-27
2020-04-18,1,2020-04-27
2020-04-19,1,2020-04-27
2020-04-20,2,2020-04-27
2020-04-21,1,2020-04-27
2020-04-22,8,2020-04-27
2020-04-23,6,2020-04-27
2020-04-24,11,2020-04-27
2020-04-25,20,2020-04-27
2020-04-26,23,2020-04-27
2020-04-27,2,2020-04-27
2020-04-02,1,2020-04-28
2020-04-08,1,2020-04-28
2020-04-09,1,2020-04-28
2020-04-17,1,2020-04-28
2020-04-18,2,2020-04-28
2020-04-20,1,2020-04-28
2020-04-21,2,2020-04-28
2020-04-22,9,2020-04-28
2020-04-23,7,2020-04-28
2020-04-24,14,2020-04-28
2020-04-25,8,2020-04-28
2020-04-26,17,2020-04-28
2020-04-27,19,2020-04-28
2020-04-28,2,2020-04-28
2020-03-24,1,2020-04-29
2020-03-31,1,2020-04-29
2020-04-07,1,2020-04-29
2020-04-08,2,2020-04-29
2020-04-09,1,2020-04-29
2020-04-10,2,2020-04-29
2020-04-12,1,2020-04-29
2020-04-13,1,2020-04-29
2020-04-14,1,2020-04-29
2020-04-15,1,2020-04-29
2020-04-17,5,2020-04-29
2020-04-18,5,2020-04-29
2020-04-19,9,2020-04-29
2020-04-20,2,2020-04-29
2020-04-21,9,2020-04-29
2020-04-22,8,2020-04-29
2020-04-23,11,2020-04-29
2020-04-24,6,2020-04-29
2020-04-25,10,2020-04-29
2020-04-26,5,2020-04-29
2020-04-27,14,2020-04-29
2020-04-28,15,2020-04-29
2020-04-29,4,2020-04-29
2020-03-31,1,2020-04-30
2020-04-04,1,2020-04-30
2020-04-08,1,2020-04-30
2020-04-11,1,2020-04-30
2020-04-15,2,2020-04-30
2020-04-16,1,2020-04-30
2020-04-18,4,2020-04-30
2020-04-20,6,2020-04-30
2020-04-21,1,2020-04-30
2020-04-22,2,2020-04-30
2020-04-23,8,2020-04-30
2020-04-24,21,2020-04-30
2020-04-25,9,2020-04-30
2020-04-26,7,2020-04-30
2020-04-27,14,2020-04-30
2020-04-28,17,2020-04-30
2020-04-29,22,2020-04-30
2020-04-30,9,2020-04-30
2020-03-30,1,2020-05-01
2020-04-11,1,2020-05-01
2020-04-18,2,2020-05-01
2020-04-19,1,2020-05-01
2020-04-20,1,2020-05-01
2020-04-21,3,2020-05-01
2020-04-22,1,2020-05-01
2020-04-23,3,2020-05-01
2020-04-24,5,2020-05-01
2020-04-25,8,2020-05-01
2020-04-26,8,2020-05-01
2020-04-27,5,2020-05-01
2020-04-28,7,2020-05-01
2020-04-29,15,2020-05-01
2020-04-30,9,2020-05-01
2020-04-20,1,2020-05-02
2020-04-30,4,2020-05-02
2020-05-01,10,2020-05-02
2020-05-02,1,2020-05-02
2020-04-16,1,2020-05-03
2020-04-28,1,2020-05-03
2020-04-30,1,2020-05-03
2020-05-01,1,2020-05-03
2020-05-02,4,2020-05-03
2020-05-03,3,2020-05-03
2020-04-02,1,2020-05-04
2020-04-05,1,2020-05-04
2020-04-11,1,2020-05-04
2020-04-15,1,2020-05-04
2020-04-18,1,2020-05-04
2020-04-19,1,2020-05-04
2020-04-20,1,2020-05-04
2020-04-22,2,2020-05-04
2020-04-23,4,2020-05-04
2020-04-24,6,2020-05-04
2020-04-25,3,2020-05-04
2020-04-26,3,2020-05-04
2020-04-27,8,2020-05-04
2020-04-28,3,2020-05-04
2020-04-29,4,2020-05-04
2020-04-30,10,2020-05-04
2020-05-01,11,2020-05-04
2020-05-02,14,2020-05-04
2020-05-03,17,2020-05-04
2020-05-04,3,2020-05-04
2020-04-12,1,2020-05-05
2020-04-18,1,2020-05-05
2020-04-20,2,2020-05-05
2020-04-23,1,2020-05-05
2020-04-25,3,2020-05-05
2020-04-26,3,2020-05-05
2020-04-27,4,2020-05-05
2020-04-28,6,2020-05-05
2020-04-29,10,2020-05-05
2020-04-30,7,2020-05-05
2020-05-01,10,2020-05-05
2020-05-02,8,2020-05-05
2020-05-03,11,2020-05-05
2020-05-04,16,2020-05-05
2020-05-05,4,2020-05-05
2020-04-13,1,2020-05-06
2020-04-16,1,2020-05-06
2020-04-17,2,2020-05-06
2020-04-21,1,2020-05-06
2020-04-23,1,2020-05-06
2020-04-24,3,2020-05-06
2020-04-25,7,2020-05-06
2020-04-26,2,2020-05-06
2020-04-27,5,2020-05-06
2020-04-28,12,2020-05-06
2020-04-29,7,2020-05-06
2020-04-30,8,2020-05-06
2020-05-01,5,2020-05-06
2020-05-02,10,2020-05-06
2020-05-03,5,2020-05-06
2020-05-04,9,2020-05-06
2020-05-05,14,2020-05-06
2020-05-06,1,2020-05-06
2020-04-07,1,2020-05-07
2020-04-08,1,2020-05-07
2020-04-18,1,2020-05-07
2020-04-22,2,2020-05-07
2020-04-26,1,2020-05-07
2020-04-27,1,2020-05-07
2020-04-28,3,2020-05-07
2020-04-29,4,2020-05-07
2020-04-30,10,2020-05-07
2020-05-01,10,2020-05-07
2020-05-02,10,2020-05-07
2020-05-03,8,2020-05-07
2020-05-04,8,2020-05-07
2020-05-05,14,2020-05-07
2020-05-06,20,2020-05-07
2020-05-07,6,2020-05-07
2020-04-11,1,2020-05-08
2020-04-12,1,2020-05-08
2020-04-15,1,2020-05-08
2020-04-16,1,2020-05-08
2020-04-17,1,2020-05-08
2020-04-19,1,2020-05-08
2020-04-22,2,2020-05-08
2020-04-23,1,2020-05-08
2020-04-25,4,2020-05-08
2020-04-26,1,2020-05-08
2020-04-28,3,2020-05-08
2020-04-29,5,2020-05-08
2020-04-30,6,2020-05-08
2020-05-01,20,2020-05-08
2020-05-02,14,2020-05-08
2020-05-03,16,2020-05-08
2020-05-04,21,2020-05-08
2020-05-05,5,2020-05-08
2020-05-06,11,2020-05-08
2020-05-07,15,2020-05-08
2020-05-08,4,2020-05-08
2020-04-07,1,2020-05-09
2020-04-27,1,2020-05-09
2020-04-28,3,2020-05-09
2020-04-29,4,2020-05-09
2020-04-30,5,2020-05-09
2020-05-03,4,2020-05-09
2020-05-04,3,2020-05-09
2020-05-05,5,2020-05-09
2020-05-06,6,2020-05-09
2020-05-07,9,2020-05-09
2020-05-08,4,2020-05-09
2020-05-09,1,2020-05-09
2020-05-09,3,2020-05-10
2020-05-10,1,2020-05-10
2020-04-26,2,2020-05-11
2020-04-27,1,2020-05-11
2020-04-29,1,2020-05-11
2020-04-30,1,2020-05-11
2020-05-02,1,2020-05-11
2020-05-07,2,2020-05-11
2020-05-08,5,2020-05-11
2020-05-09,10,2020-05-11
2020-05-10,8,2020-05-11
2020-05-11,1,2020-05-11
2020-04-28,1,2020-05-12
2020-05-01,1,2020-05-12
2020-05-02,1,2020-05-12
2020-05-05,3,2020-05-12
2020-05-06,4,2020-05-12
2020-05-07,4,2020-05-12
2020-05-08,5,2020-05-12
2020-05-09,11,2020-05-12
2020-05-10,10,2020-05-12
2020-05-11,15,2020-05-12
2020-05-12,3,2020-05-12
2020-04-22,1,2020-05-13
2020-04-25,1,2020-05-13
2020-04-26,2,2020-05-13
2020-04-27,1,2020-05-13
2020-04-28,1,2020-05-13
2020-04-29,4,2020-05-13
2020-04-30,2,2020-05-13
2020-05-01,5,2020-05-13
2020-05-02,6,2020-05-13
2020-05-03,8,2020-05-13
2020-05-04,17,2020-05-13
2020-05-05,14,2020-05-13
2020-05-06,22,2020-05-13
2020-05-07,15,2020-05-13
2020-05-08,13,2020-05-13
2020-05-09,8,2020-05-13
2020-05-10,11,2020-05-13
2020-05-11,6,2020-05-13
2020-05-12,9,2020-05-13
2020-05-13,1,2020-05-13
2020-04-15,2,2020-05-14
2020-04-20,1,2020-05-14
2020-04-22,1,2020-05-14
2020-04-23,1,2020-05-14
2020-04-24,1,2020-05-14
2020-04-28,1,2020-05-14
2020-04-29,1,2020-05-14
2020-05-01,1,2020-05-14
2020-05-04,1,2020-05-14
2020-05-05,3,2020-05-14
2020-05-06,4,2020-05-14
2020-05-07,6,2020-05-14
2020-05-08,3,2020-05-14
2020-05-09,7,2020-05-14
2020-05-10,8,2020-05-14
2020-05-11,9,2020-05-14
2020-05-12,7,2020-05-14
2020-05-13,8,2020-05-14
2020-05-14,3,2020-05-14
2020-04-21,1,2020-05-15
2020-04-23,1,2020-05-15
2020-04-24,2,2020-05-15
2020-04-26,1,2020-05-15
2020-04-28,3,2020-05-15
2020-04-29,1,2020-05-15
2020-04-30,2,2020-05-15
2020-05-02,2,2020-05-15
2020-05-03,2,2020-05-15
2020-05-04,2,2020-05-15
2020-05-05,4,2020-05-15
2020-05-06,4,2020-05-15
2020-05-07,16,2020-05-15
2020-05-08,15,2020-05-15
2020-05-09,9,2020-05-15
2020-05-10,21,2020-05-15
2020-05-11,10,2020-05-15
2020-05-12,9,2020-05-15
2020-05-13,6,2020-05-15
2020-05-14,9,2020-05-15
2020-05-15,1,2020-05-15
2020-04-13,1,2020-05-16
2020-04-23,1,2020-05-16
2020-04-30,1,2020-05-16
2020-05-01,1,2020-05-16
2020-05-07,2,2020-05-16
2020-05-08,1,2020-05-16
2020-05-09,3,2020-05-16
2020-05-10,2,2020-05-16
2020-05-11,3,2020-05-16
2020-05-12,3,2020-05-16
2020-05-13,2,2020-05-16
2020-05-14,5,2020-05-16
2020-05-15,5,2020-05-16
2020-05-14,1,2020-05-17
2020-05-15,2,2020-05-17
2020-05-16,2,2020-05-17
2020-05-12,3,2020-05-18
2020-05-13,2,2020-05-18
2020-05-14,1,2020-05-18
2020-05-15,2,2020-05-18
2020-05-16,3,2020-05-18
2020-05-17,4,2020-05-18
2020-05-18,1,2020-05-18
2020-05-04,1,2020-05-19
2020-05-08,1,2020-05-19
2020-05-10,1,2020-05-19
2020-05-11,3,2020-05-19
2020-05-12,1,2020-05-19
2020-05-13,2,2020-05-19
2020-05-14,2,2020-05-19
2020-05-15,6,2020-05-19
2020-05-16,5,2020-05-19
2020-05-17,12,2020-05-19
2020-05-18,5,2020-05-19
2020-05-19,1,2020-05-19
2020-04-28,1,2020-05-20
2020-04-30,1,2020-05-20
2020-05-01,2,2020-05-20
2020-05-02,1,2020-05-20
2020-05-07,2,2020-05-20
2020-05-08,3,2020-05-20
2020-05-09,6,2020-05-20
2020-05-10,7,2020-05-20
2020-05-11,5,2020-05-20
2020-05-12,10,2020-05-20
2020-05-13,7,2020-05-20
2020-05-14,2,2020-05-20
2020-05-15,9,2020-05-20
2020-05-16,6,2020-05-20
2020-05-17,6,2020-05-20
2020-05-18,16,2020-05-20
2020-05-19,4,2020-05-20
2020-05-20,2,2020-05-20
2020-04-25,1,2020-05-21
2020-05-03,1,2020-05-21
2020-05-05,2,2020-05-21
2020-05-06,1,2020-05-21
2020-05-07,1,2020-05-21
2020-05-08,2,2020-05-21
2020-05-09,2,2020-05-21
2020-05-11,2,2020-05-21
2020-05-12,2,2020-05-21
2020-05-13,4,2020-05-21
2020-05-14,1,2020-05-21
2020-05-15,2,2020-05-21
2020-05-16,3,2020-05-21
2020-05-17,3,2020-05-21
2020-05-18,6,2020-05-21
2020-05-19,4,2020-05-21
2020-05-20,4,2020-05-21
2020-04-30,1,2020-05-22
2020-05-05,1,2020-05-22
2020-05-08,1,2020-05-22
2020-05-09,3,2020-05-22
2020-05-12,2,2020-05-22
2020-05-13,7,2020-05-22
2020-05-14,10,2020-05-22
2020-05-15,7,2020-05-22
2020-05-16,5,2020-05-22
2020-05-17,3,2020-05-22
2020-05-18,4,2020-05-22
2020-05-19,2,2020-05-22
2020-05-20,5,2020-05-22
2020-05-21,5,2020-05-22
2020-04-30,1,2020-05-23
2020-05-07,1,2020-05-23
2020-05-08,4,2020-05-23
2020-05-10,2,2020-05-23
2020-05-11,6,2020-05-23
2020-05-12,6,2020-05-23
2020-05-13,2,2020-05-23
2020-05-14,4,2020-05-23
2020-05-15,11,2020-05-23
2020-05-16,7,2020-05-23
2020-05-17,4,2020-05-23
2020-05-18,4,2020-05-23
2020-05-19,1,2020-05-23
2020-05-20,1,2020-05-23
2020-05-21,7,2020-05-23
2020-05-22,3,2020-05-23
2020-05-23,1,2020-05-23
2020-05-07,1,2020-05-24
2020-05-13,1,2020-05-24
2020-05-22,1,2020-05-24
2020-05-23,4,2020-05-24
2020-05-10,1,2020-05-25
2020-05-11,1,2020-05-25
2020-05-12,1,2020-05-25
2020-05-13,2,2020-05-25
2020-05-15,2,2020-05-25
2020-05-16,1,2020-05-25
2020-05-17,5,2020-05-25
2020-05-18,1,2020-05-25
2020-05-19,1,2020-05-25
2020-05-20,2,2020-05-25
2020-05-21,3,2020-05-25
2020-05-22,3,2020-05-25
2020-05-23,4,2020-05-25
2020-05-24,3,2020-05-25
2020-05-25,2,2020-05-25
2020-05-09,1,2020-05-26
2020-05-11,1,2020-05-26
2020-05-12,1,2020-05-26
2020-05-13,3,2020-05-26
2020-05-14,5,2020-05-26
2020-05-15,3,2020-05-26
2020-05-16,4,2020-05-26
2020-05-17,4,2020-05-26
2020-05-18,7,2020-05-26
2020-05-19,8,2020-05-26
2020-05-20,12,2020-05-26
2020-05-21,11,2020-05-26
2020-05-22,13,2020-05-26
2020-05-23,6,2020-05-26
2020-05-24,5,2020-05-26
2020-05-25,10,2020-05-26
2020-05-26,2,2020-05-26
2020-04-29,1,2020-05-27
2020-05-01,1,2020-05-27
2020-05-04,1,2020-05-27
2020-05-09,1,2020-05-27
2020-05-12,1,2020-05-27
2020-05-13,3,2020-05-27
2020-05-14,2,2020-05-27
2020-05-15,3,2020-05-27
2020-05-16,4,2020-05-27
2020-05-17,8,2020-05-27
2020-05-18,12,2020-05-27
2020-05-19,10,2020-05-27
2020-05-20,5,2020-05-27
2020-05-21,7,2020-05-27
2020-05-22,5,2020-05-27
2020-05-23,12,2020-05-27
2020-05-24,9,2020-05-27
2020-05-25,4,2020-05-27
2020-05-26,8,2020-05-27
2020-05-27,1,2020-05-27
2020-04-28,1,2020-05-28
2020-05-05,1,2020-05-28
2020-05-11,1,2020-05-28
2020-05-15,1,2020-05-28
2020-05-16,4,2020-05-28
2020-05-17,2,2020-05-28
2020-05-18,1,2020-05-28
2020-05-19,2,2020-05-28
2020-05-20,8,2020-05-28
2020-05-21,5,2020-05-28
2020-05-22,6,2020-05-28
2020-05-23,4,2020-05-28
2020-05-24,2,2020-05-28
2020-05-25,3,2020-05-28
2020-05-26,5,2020-05-28
2020-05-27,6,2020-05-28
2020-04-16,1,2020-05-29
2020-04-28,1,2020-05-29
2020-05-02,1,2020-05-29
2020-05-05,1,2020-05-29
2020-05-10,1,2020-05-29
2020-05-11,1,2020-05-29
2020-05-13,1,2020-05-29
2020-05-15,2,2020-05-29
2020-05-16,1,2020-05-29
2020-05-17,2,2020-05-29
2020-05-19,5,2020-05-29
2020-05-20,10,2020-05-29
2020-05-21,8,2020-05-29
2020-05-22,18,2020-05-29
2020-05-23,8,2020-05-29
2020-05-24,8,2020-05-29
2020-05-25,4,2020-05-29
2020-05-27,6,2020-05-29
2020-05-28,5,2020-05-29
2020-05-29,3,2020-05-29
2020-03-30,1,2020-05-30
2020-04-24,1,2020-05-30
2020-05-04,2,2020-05-30
2020-05-11,1,2020-05-30
2020-05-12,1,2020-05-30
2020-05-15,2,2020-05-30
2020-05-18,1,2020-05-30
2020-05-20,1,2020-05-30
2020-05-21,4,2020-05-30
2020-05-22,2,2020-05-30
2020-05-23,10,2020-05-30
2020-05-24,7,2020-05-30
2020-05-25,4,2020-05-30
2020-05-27,5,2020-05-30
2020-05-28,6,2020-05-30
2020-05-29,2,2020-05-30
2020-05-29,2,2020-06-01
2020-05-30,4,2020-06-01
2020-05-31,1,2020-06-01
2020-06-01,1,2020-06-01
2020-04-28,1,2020-06-02
2020-05-09,1,2020-06-02
2020-05-12,1,2020-06-02
2020-05-16,1,2020-06-02
2020-05-18,1,2020-06-02
2020-05-20,2,2020-06-02
2020-05-22,1,2020-06-02
2020-05-25,3,2020-06-02
2020-05-26,2,2020-06-02
2020-05-27,5,2020-06-02
2020-05-28,5,2020-06-02
2020-05-29,12,2020-06-02
2020-05-30,10,2020-06-02
2020-05-31,10,2020-06-02
2020-06-01,11,2020-06-02
2020-04-03,1,2020-06-03
2020-05-10,1,2020-06-03
2020-05-14,2,2020-06-03
2020-05-20,1,2020-06-03
2020-05-21,2,2020-06-03
2020-05-22,1,2020-06-03
2020-05-23,4,2020-06-03
2020-05-24,3,2020-06-03
2020-05-25,10,2020-06-03
2020-05-26,8,2020-06-03
2020-05-27,13,2020-06-03
2020-05-28,6,2020-06-03
2020-05-29,3,2020-06-03
2020-05-30,4,2020-06-03
2020-05-31,6,2020-06-03
2020-06-01,3,2020-06-03
2020-06-02,7,2020-06-03
2020-06-03,1,2020-06-03
2020-05-22,1,2020-06-04
2020-05-23,1,2020-06-04
2020-05-25,1,2020-06-04
2020-05-27,1,2020-06-04
2020-05-28,2,2020-06-04
2020-05-30,2,2020-06-04
2020-05-31,1,2020-06-04
2020-06-01,1,2020-06-04
2020-06-02,5,2020-06-04
2020-06-03,3,2020-06-04
2020-06-04,2,2020-06-04
2020-04-20,1,2020-06-05
2020-05-03,1,2020-06-05
2020-05-12,1,2020-06-05
2020-05-16,1,2020-06-05
2020-05-18,1,2020-06-05
2020-05-23,2,2020-06-05
2020-05-24,3,2020-06-05
2020-05-25,1,2020-06-05
2020-05-26,1,2020-06-05
2020-05-27,1,2020-06-05
2020-05-28,10,2020-06-05
2020-05-29,10,2020-06-05
2020-05-30,6,2020-06-05
2020-05-31,15,2020-06-05
2020-06-01,11,2020-06-05
2020-06-02,6,2020-06-05
2020-06-03,2,2020-06-05
2020-06-04,6,2020-06-05
2020-05-28,3,2020-06-06
2020-05-29,1,2020-06-06
2020-05-30,2,2020-06-06
2020-05-31,5,2020-06-06
2020-06-01,1,2020-06-06
2020-06-02,1,2020-06-06
2020-06-04,2,2020-06-06
2020-06-05,2,2020-06-06
2020-05-29,1,2020-06-07
2020-06-04,1,2020-06-07
2020-06-06,1,2020-06-07
2020-04-29,1,2020-06-08
2020-05-05,1,2020-06-08
2020-05-08,1,2020-06-08
2020-05-15,1,2020-06-08
2020-05-19,2,2020-06-08
2020-05-24,1,2020-06-08
2020-05-30,2,2020-06-08
2020-06-02,2,2020-06-08
2020-06-03,3,2020-06-08
2020-06-04,6,2020-06-08
2020-06-05,4,2020-06-08
2020-06-06,3,2020-06-08
2020-06-07,7,2020-06-08
2020-05-29,1,2020-06-09
2020-06-01,2,2020-06-09
2020-06-03,1,2020-06-09
2020-06-05,3,2020-06-09
2020-06-06,1,2020-06-09
2020-06-07,1,2020-06-09
2020-06-08,12,2020-06-09
2020-06-09,1,2020-06-09
2020-05-09,1,2020-06-10
2020-05-16,1,2020-06-10
2020-05-18,1,2020-06-10
2020-05-24,1,2020-06-10
2020-05-26,1,2020-06-10
2020-05-27,1,2020-06-10
2020-05-28,1,2020-06-10
2020-05-29,2,2020-06-10
2020-05-30,5,2020-06-10
2020-05-31,4,2020-06-10
2020-06-01,8,2020-06-10
2020-06-02,8,2020-06-10
2020-06-03,11,2020-06-10
2020-06-04,9,2020-06-10
2020-06-05,11,2020-06-10
2020-06-06,3,2020-06-10
2020-06-07,7,2020-06-10
2020-06-08,5,2020-06-10
2020-06-09,5,2020-06-10
2020-06-10,1,2020-06-10
2020-05-29,1,2020-06-11
2020-05-30,1,2020-06-11
2020-06-01,1,2020-06-11
2020-06-04,2,2020-06-11
2020-06-05,1,2020-06-11
2020-06-06,2,2020-06-11
2020-06-08,1,2020-06-11
2020-06-10,8,2020-06-11
2020-06-11,2,2020-06-11
2020-05-04,1,2020-06-12
2020-05-29,1,2020-06-12
2020-05-30,1,2020-06-12
2020-05-31,1,2020-06-12
2020-06-03,1,2020-06-12
2020-06-04,12,2020-06-12
2020-06-05,4,2020-06-12
2020-06-06,3,2020-06-12
2020-06-07,3,2020-06-12
2020-06-08,3,2020-06-12
2020-06-09,4,2020-06-12
2020-06-10,3,2020-06-12
2020-06-11,2,2020-06-12
2020-06-12,1,2020-06-12
2020-05-29,1,2020-06-13
2020-06-02,2,2020-06-13
2020-06-03,1,2020-06-13
2020-06-04,3,2020-06-13
2020-06-05,1,2020-06-13
2020-06-06,1,2020-06-13
2020-06-07,1,2020-06-13
2020-06-08,5,2020-06-13
2020-06-10,2,2020-06-13
2020-06-11,2,2020-06-13
2020-06-12,1,2020-06-13
2020-06-06,1,2020-06-15
2020-06-09,2,2020-06-15
2020-06-10,3,2020-06-15
2020-06-11,2,2020-06-15
2020-06-12,2,2020-06-15
2020-06-13,2,2020-06-15
